122,3,2,2022-10-14,20:53:12,19:21:37,78,132
123,17,5,2024-01-30,14:57:57,14:28:20,139,10
124,20,16,2022-03-24,11:47:42,22:46:36,32,200
125,11,13,2023-08-18,00:22:31,00:21:46,126,148
126,5,6,2022-02-04,07:27:31,00:20:06,76,146
127,12,21,2023-08-03,08:29:31,05:08:10,153,155
128,14,13,2023-09-15,12:44:11,01:38:42,84,189
129,9,25,2024-07-06,00:43:16,00:15:35,165,116
130,3,4,2024-10-04,23:35:30,04:35:11,159,152
131,9,21,2023-02-28,15:18:30,18:16:10,58,60
132,12,8,2024-03-17,23:00:54,07:40:08,125,106
133,12,3,2024-07-31,03:52:11,23:12:11,175,170
134,15,2,2023-12-11,14:49:30,17:14:30,40,193
135,2,8,2024-02-11,10:31:50,04:28:55,78,42
136,18,14,2024-03-03,08:13:57,13:00:37,180,155
137,5,16,2024-07-03,11:50:27,18:52:04,139,42
138,3,1,2022-01-25,20:19:59,04:09:57,191,43
139,18,22,2022-06-11,14:59:36,22:29:56,118,60
140,15,8,2023-01-21,22:11:36,08:20:30,29,196
141,20,2,2024-06-10,01:24:53,02:05:03,74,107
142,11,8,2022-05-19,11:14:06,10:23:21,23,93
143,10,3,2022-09-15,12:23:14,02:23:18,127,23
144,16,16,2023-11-15,15:57:13,15:58:10,193,90
145,14,4,2022-04-18,19:46:08,06:17:33,75,43
146,20,4,2023-08-10,03:54:52,10:07:28,196,188
147,6,2,2023-02-21,05:20:18,15:09:06,182,199
148,7,17,2024-03-20,04:29:28,16:10:22,122,38
149,4,24,2024-12-11,03:55:47,10:41:55,132,83
150,7,4,2024-01-04,18:44:11,16:23:39,139,9
151,5,8,2023-01-12,13:26:39,16:52:45,196,94
152,12,1,2024-01-19,10:02:27,17:48:12,191,160
153,19,13,2022-04-19,15:37:52,00:13:44,182,144
154,20,16,2023-03-28,04:18:28,23:49:11,107,192
155,14,3,2024-12-07,01:49:54,10:16:16,167,124
156,20,21,2021-12-17,17:44:20,10:40:50,2,99
157,4,30,2024-09-21,23:35:23,08:51:11,16,79
158,16,26,2023-03-08,01:13:10,20:14:51,140,196
159,6,27,2024-07-11,19:27:27,17:24:20,197,124
160,5,19,2023-10-17,22:06:22,21:11:42,163,179
161,3,28,2024-02-29,14:28:30,03:43:25,72,70
162,19,14,2023-07-02,08:40:16,11:26:39,103,81
163,1,7,2023-08-07,16:48:59,02:54:00,118,30
164,14,15,2022-11-16,22:52:33,11:30:46,132,132
165,3,26,2023-12-28,14:04:21,17:46:08,139,58
166,17,2,2024-08-15,00:31:17,08:07:51,159,56
167,3,4,2022-10-08,12:48:27,21:47:57,69,37
168,13,6,2023-01-16,01:31:21,15:28:58,122,71
169,16,7,2024-10-04,07:49:00,18:22:33,170,119
170,17,3,2021-12-19,10:34:43,01:54:21,34,168
171,6,6,2022-04-22,07:44:49,15:37:50,68,85
172,11,22,2022-08-15,05:59:09,23:37:17,89,30
173,4,2,2024-12-05,02:52:33,02:47:34,189,14
174,5,8,2022-05-19,08:39:57,19:16:24,101,186
175,13,23,2023-05-30,17:14:13,12:47:07,26,153
176,1,8,2024-11-19,17:24:53,02:41:57,61,71
177,5,27,2023-12-16,04:51:34,10:06:51,107,93
178,2,24,2022-03-02,18:14:03,20:42:54,36,153
179,13,20,2024-10-31,22:46:58,14:19:25,105,91
180,4,30,2022-02-03,23:48:15,19:41:45,155,78
181,16,16,2022-10-24,16:47:46,16:51:14,3,49
182,4,11,2024-12-03,17:28:46,04:33:25,14,37
183,13,26,2021-12-22,15:09:57,13:59:35,175,16
184,7,25,2023-09-20,05:10:41,16:24:56,9,193
185,8,22,2024-11-27,11:43:59,14:13:55,11,61
186,4,18,2022-02-06,16:17:27,04:04:41,68,94
187,2,23,2023-06-25,17:26:17,14:30:49,64,123
188,14,29,2023-12-28,13:47:19,21:42:07,37,107
189,2,17,2023-02-05,03:35:58,22:42:01,176,20
190,13,27,2022-12-28,09:49:07,06:33:56,195,152
191,19,2,2022-06-19,08:38:35,16:04:09,190,56
192,6,19,2022-09-25,15:23:40,00:51:14,73,86
193,1,17,2023-01-08,07:48:04,13:27:24,133,169
194,11,14,2023-12-13,06:04:16,07:30:31,141,175
195,8,7,2022-10-07,05:32:15,19:00:39,98,71
196,6,2,2023-03-19,20:30:04,03:44:02,150,78
197,7,18,2023-04-30,12:45:23,12:38:46,16,78
198,12,5,2024-10-04,04:43:39,09:27:13,146,67
199,13,19,2023-08-05,02:51:33,17:17:52,95,187
200,10,13,2024-03-31,00:40:53,09:11:39,42,85
201,20,1,2024-04-11,23:24:05,06:09:19,52,12
202,17,1,2022-11-26,19:32:39,18:51:07,51,77
203,13,2,2023-07-15,22:20:23,05:10:07,44,156
204,1,27,2024-08-12,04:29:13,01:38:42,184,155
205,13,18,2022-07-15,00:21:53,16:11:18,124,16
206,17,11,2022-04-01,14:05:06,15:12:48,46,117
207,12,15,2023-01-11,20:39:47,10:37:57,80,42
208,16,25,2024-09-10,22:54:01,21:13:01,180,188
209,8,28,2023-03-23,15:20:02,09:03:09,155,164
210,8,6,2024-09-11,21:34:01,20:01:31,160,171
211,2,5,2022-03-05,10:42:05,07:28:16,99,2
212,6,17,2024-03-31,10:26:37,18:36:36,142,143
213,11,23,2022-09-26,03:51:20,06:17:05,89,179
214,13,27,2024-04-11,11:58:08,00:54:23,113,59
215,6,20,2023-10-06,22:43:23,12:04:53,148,95
216,11,24,2023-08-24,19:05:56,00:27:26,87,170
217,11,14,2023-06-01,23:25:57,13:16:04,8,99
218,20,26,2023-04-27,02:17:37,11:11:32,11,27
219,13,29,2023-10-17,14:01:36,04:32:28,46,38
220,6,7,2022-03-02,07:52:10,16:12:03,200,136
221,10,7,2024-05-18,09:17:04,18:48:53,138,55
222,1,26,2022-12-17,15:28:51,08:30:19,37,3
223,12,5,2024-03-01,06:41:36,10:14:59,171,71
224,10,29,2024-07-06,12:17:36,17:53:20,73,71
225,11,11,2022-01-31,06:44:27,00:26:57,46,173
226,19,7,2022-07-05,23:46:54,23:24:44,104,4
227,14,17,2023-03-11,21:18:59,21:45:50,44,13
228,8,5,2024-08-12,11:54:30,08:21:10,2,167
229,5,18,2024-05-09,08:34:52,21:32:32,21,73
230,10,18,2024-03-05,07:10:17,06:09:50,125,171
231,15,27,2024-06-13,09:33:37,23:22:30,170,32
232,14,25,2022-02-01,16:43:48,06:13:43,164,178
233,11,11,2024-09-01,20:10:38,21:41:52,103,56
234,3,24,2024-04-02,06:36:48,12:14:33,77,198
235,3,21,2024-06-12,15:00:15,13:10:35,177,176
236,18,10,2022-12-21,01:15:33,20:48:51,84,154
237,6,30,2023-02-21,16:15:55,01:00:18,57,90
238,2,5,2022-05-07,13:30:20,19:18:10,140,64
239,5,26,2022-06-14,22:01:24,06:55:26,101,156
240,17,14,2024-03-18,07:51:44,09:25:30,184,46
241,7,10,2024-02-09,21:33:02,11:36:17,168,174
242,6,15,2022-01-09,08:54:03,06:35:05,180,172
243,8,24,2024-05-17,21:54:35,02:00:55,142,75
244,15,11,2023-07-22,08:58:48,09:19:16,18,58
245,1,11,2022-12-05,22:23:21,05:35:02,94,19
246,19,19,2023-02-18,14:26:44,15:48:38,123,92
247,12,9,2024-03-14,22:48:03,14:20:42,119,63
248,13,25,2022-03-17,09:36:46,02:09:11,39,103
249,4,16,2024-04-06,14:46:20,00:14:52,199,39
250,7,18,2024-07-01,16:15:12,09:41:11,5,185
251,16,5,2024-05-11,15:27:45,18:37:22,49,94
252,3,22,2022-10-12,10:26:32,05:24:43,186,114
253,12,3,2022-11-22,03:18:19,07:45:48,81,131
254,10,5,2023-02-06,02:59:45,11:13:54,96,82
255,1,15,2024-06-30,06:55:44,13:03:18,27,152
256,11,18,2022-05-10,18:16:00,03:05:45,41,92
257,19,24,2023-08-05,01:18:03,10:35:42,135,193
258,6,8,2023-04-18,20:41:43,12:42:51,26,179
259,14,26,2023-07-27,05:52:25,07:40:56,60,108
260,17,9,2023-12-14,00:54:32,03:00:43,178,47
261,1,6,2022-08-18,01:47:22,05:17:06,62,11
262,12,8,2024-09-05,23:41:59,13:43:51,150,132
263,14,26,2023-03-24,21:48:51,16:42:07,74,161
264,11,30,2024-07-12,23:03:33,16:12:44,72,118
265,5,10,2023-10-04,05:47:52,01:43:23,127,135
266,8,22,2024-02-15,00:51:25,10:07:57,38,108
267,16,21,2022-06-09,21:04:09,11:11:32,18,122
268,20,25,2023-11-30,06:46:56,20:01:44,165,126
269,20,14,2024-11-23,02:55:05,08:52:40,120,7
270,7,5,2024-01-13,13:41:19,23:08:00,86,67
271,19,9,2023-01-31,03:05:15,23:22:25,149,6
272,17,2,2022-10-16,02:38:22,23:12:27,157,68
273,13,4,2024-08-10,11:00:11,00:59:03,141,39
274,2,12,2023-11-29,11:38:32,18:30:12,165,27
275,20,14,2022-03-18,03:53:51,07:12:11,102,154
276,19,30,2023-02-26,20:27:59,19:40:01,106,135
277,9,21,2022-10-28,15:24:05,19:13:21,187,122
278,19,24,2022-06-20,01:40:13,06:44:19,81,22
279,5,19,2022-07-19,17:08:05,23:44:48,10,34
280,2,26,2023-10-05,09:21:19,10:34:48,103,64
281,10,3,2022-01-30,05:36:20,17:59:22,27,109
282,13,9,2024-02-22,05:20:18,02:06:28,159,122
283,1,2,2022-12-30,19:05:42,14:30:35,81,98
284,20,8,2024-03-23,15:24:25,19:19:44,56,132
285,3,24,2024-04-11,21:35:17,12:06:47,28,198
286,11,13,2022-04-14,17:39:13,21:06:58,138,147
287,13,1,2023-11-29,18:37:16,18:39:42,109,153
288,3,6,2023-09-13,13:48:00,19:25:22,127,125
289,7,3,2022-02-27,23:53:10,12:30:08,53,128
290,17,28,2024-03-05,15:09:54,19:51:03,177,132
291,15,24,2024-06-13,16:05:49,23:14:35,134,50
292,8,14,2024-06-01,08:25:24,05:57:24,55,46
293,19,18,2024-08-11,11:04:00,13:23:23,7,19
294,9,22,2024-01-27,10:05:29,20:47:53,69,78
295,5,6,2022-10-25,19:17:08,18:18:22,65,122
296,18,12,2024-04-03,21:43:04,12:07:18,24,23
297,11,24,2022-12-07,04:52:38,08:18:42,121,7
298,9,7,2024-10-24,17:57:42,05:45:37,194,72
299,2,24,2022-02-28,23:34:00,16:42:13,63,171
300,13,5,2022-06-22,18:13:31,16:41:50,32,41
301,9,17,2024-06-18,09:54:29,15:19:33,142,124
302,16,15,2022-08-02,23:24:07,16:22:40,85,87
303,8,28,2024-01-19,06:45:13,09:10:50,12,109
304,2,15,2024-10-26,02:40:16,09:29:33,100,124
305,13,21,2023-12-03,17:04:28,09:01:54,122,41
306,19,25,2024-11-14,06:11:13,07:21:48,198,97
307,15,16,2022-10-12,03:52:31,01:08:54,12,124
308,17,2,2023-10-19,12:26:20,17:10:10,14,80
309,16,17,2022-04-05,19:50:38,21:17:54,137,200
310,1,24,2022-06-01,05:42:49,20:06:41,69,91
311,14,16,2023-10-08,04:07:05,23:56:38,49,88
312,2,9,2022-08-27,05:17:21,18:37:16,85,108
313,13,3,2024-10-19,05:35:53,05:36:31,67,1
314,1,5,2024-10-14,05:52:09,05:02:29,10,11
315,19,8,2024-11-22,02:51:09,05:40:35,171,68
316,12,21,2024-11-27,04:52:31,03:54:35,94,199
317,1,29,2023-07-20,22:20:11,14:50:43,152,40
318,18,17,2022-01-19,15:51:38,10:26:48,8,21
319,5,7,2024-10-07,23:37:00,12:29:29,105,123
320,19,26,2024-09-28,13:15:57,04:38:19,29,75
321,7,10,2023-04-08,00:11:29,11:26:41,10,26
322,6,15,2024-05-19,13:22:32,20:04:56,41,118
323,16,29,2024-02-11,11:32:11,18:13:39,154,140
324,1,11,2023-05-04,10:45:09,13:15:43,9,104
325,9,6,2023-10-13,05:39:51,04:39:02,70,112
326,4,12,2022-01-03,18:41:34,09:06:22,106,42
327,20,11,2023-10-17,22:14:02,20:56:15,196,62
328,12,3,2023-03-03,15:03:21,22:29:31,141,33
329,10,26,2021-12-18,03:21:49,12:19:53,62,175
330,2,15,2024-12-04,00:38:12,07:58:07,195,173
331,18,27,2024-02-25,05:57:02,00:58:05,166,187
332,5,27,2024-08-21,16:05:27,23:56:08,172,20
333,1,20,2023-10-01,23:03:21,20:00:57,178,102
334,19,11,2022-03-20,22:57:18,21:53:17,131,63
335,18,4,2022-06-07,04:24:07,12:32:37,108,186
336,5,5,2022-12-05,07:36:43,22:32:50,71,6
337,5,7,2023-07-17,11:16:47,08:13:14,150,46
338,5,15,2024-05-23,11:14:19,07:27:52,65,81
339,10,28,2023-01-23,21:37:52,16:21:30,53,34
340,2,10,2022-08-20,20:14:18,02:25:18,73,196
341,3,20,2022-01-07,21:38:18,02:56:47,16,26
342,9,26,2022-12-22,04:03:10,22:29:27,95,101
343,11,30,2022-06-24,04:07:10,21:33:43,133,154
344,6,7,2023-02-28,16:01:07,01:58:15,79,116
345,12,15,2024-10-22,04:04:42,05:35:35,177,90
346,3,14,2024-11-19,08:05:10,09:04:22,127,189
347,17,6,2023-01-14,22:46:18,02:02:11,72,62
348,1,2,2024-04-12,08:44:33,08:48:48,39,140
349,14,15,2022-06-13,20:02:22,05:34:34,168,36
350,14,19,2024-11-18,21:21:53,07:28:20,141,28
351,20,21,2023-12-07,17:32:10,04:30:01,112,78
352,3,3,2022-11-06,01:46:18,11:48:46,194,30
353,3,20,2022-01-29,04:12:03,21:03:27,158,82
354,12,23,2023-10-20,00:17:28,11:09:09,80,44
355,10,16,2024-11-15,11:55:34,12:07:50,147,30
356,10,28,2022-07-05,23:27:20,18:35:31,120,105
357,3,13,2022-05-03,18:07:13,20:52:12,194,2
358,17,30,2022-04-20,06:49:12,09:38:00,69,63
359,7,13,2022-01-04,05:57:32,03:56:32,16,114
360,14,10,2023-11-25,21:18:40,14:03:27,94,113
361,10,25,2023-02-14,08:34:37,08:46:47,35,117
362,11,28,2024-11-10,00:02:32,06:45:06,22,185
363,20,10,2022-04-25,23:34:14,13:36:40,18,164
364,2,18,2024-07-07,10:23:16,11:36:44,175,24
365,20,24,2023-07-30,02:24:54,16:53:41,70,126
366,7,18,2022-02-24,14:38:07,17:59:59,191,22
367,14,8,2024-09-15,06:37:23,01:37:00,105,128
368,9,4,2022-05-21,13:37:23,23:42:06,137,164
369,17,3,2024-02-05,03:21:23,13:35:27,175,90
370,15,9,2023-03-05,05:36:03,14:31:35,66,171
371,9,21,2024-11-02,03:08:31,15:28:50,147,172
372,20,1,2022-04-06,18:56:16,15:25:24,67,178
373,10,24,2022-07-19,12:06:28,01:55:02,25,197
374,11,7,2024-11-27,00:55:52,18:52:35,114,199
375,1,14,2024-02-14,03:41:37,15:01:04,187,196
376,1,16,2023-12-30,17:07:36,05:20:32,130,4
377,20,8,2023-10-02,11:04:35,07:44:26,50,156
378,16,25,2023-07-11,11:03:34,03:08:03,124,180
379,13,19,2023-05-09,20:10:54,08:26:17,55,146
380,3,18,2022-10-04,17:49:33,15:21:31,160,103
381,18,13,2022-07-21,07:18:31,11:39:02,164,132
382,11,7,2024-09-25,23:17:52,12:18:08,6,48
383,15,3,2024-09-05,23:21:37,15:22:41,104,35
384,12,19,2022-09-04,01:31:37,00:07:00,145,194
385,2,24,2022-01-19,11:59:04,12:17:04,70,75
386,5,27,2024-09-01,14:41:13,07:45:46,68,52
387,14,29,2023-05-02,09:07:18,16:39:56,166,87
388,18,15,2023-12-24,16:17:19,11:27:28,76,82
389,20,2,2023-09-23,04:28:43,02:54:02,50,200
390,5,28,2024-12-04,15:18:12,14:34:27,93,184
391,8,12,2022-06-10,07:52:48,20:39:57,169,114
392,1,28,2024-09-25,13:08:42,11:41:10,192,48
393,4,28,2022-01-02,22:00:03,06:01:13,149,200
394,16,23,2023-01-08,10:16:49,03:00:30,25,124
395,10,8,2022-09-25,08:13:27,14:39:56,34,70
396,10,1,2023-11-01,11:18:13,07:43:08,39,91
397,18,19,2024-05-11,20:20:02,12:39:30,143,106
398,5,12,2024-11-16,17:46:38,14:27:07,155,89
399,13,15,2024-11-04,14:10:13,13:59:25,195,124
400,10,16,2023-05-15,03:16:33,08:55:49,186,32
401,14,22,2024-09-20,09:31:10,14:56:29,63,21
402,13,15,2024-01-02,08:07:54,11:06:10,47,84
403,5,27,2024-03-23,03:08:43,05:27:53,143,101
404,5,22,2024-03-22,05:25:39,02:47:32,188,4
405,15,30,2023-10-09,03:15:27,06:26:38,103,87
406,11,9,2023-10-25,09:28:26,01:20:17,194,9
407,8,4,2024-02-01,17:48:04,01:49:17,99,191
408,18,11,2022-12-17,04:38:10,00:04:52,114,177
409,18,20,2024-03-30,16:37:35,17:52:43,163,51
410,2,10,2024-12-13,11:20:48,09:45:47,200,176
411,2,23,2023-02-03,01:42:14,14:04:47,24,110
412,2,29,2022-05-11,19:53:40,20:38:28,103,197
413,8,1,2022-07-13,02:23:40,06:16:05,150,37
414,14,1,2022-06-28,05:49:45,19:35:31,137,30
415,17,30,2024-11-23,22:04:06,04:18:35,18,128
416,15,18,2024-08-15,20:47:29,10:59:57,175,163
417,10,18,2023-07-09,08:40:46,16:02:53,105,130
418,15,21,2023-06-08,14:21:24,03:24:45,121,157
419,16,2,2022-05-28,07:35:48,13:17:52,31,40
420,3,18,2022-10-31,17:52:09,14:29:42,198,63
421,5,2,2024-02-19,11:54:19,22:53:16,173,60
422,1,8,2024-10-12,22:05:11,02:28:07,151,169
423,8,20,2023-08-09,14:42:54,13:14:11,150,162
424,16,1,2023-11-22,19:35:31,10:28:49,90,50
425,17,25,2022-12-11,06:07:41,16:59:00,182,89
426,1,4,2023-09-08,15:27:34,16:59:34,168,64
427,6,20,2024-10-08,11:56:37,06:15:44,172,51
428,13,16,2022-02-01,02:00:22,11:44:00,143,128
429,12,10,2022-10-11,04:40:39,05:52:41,48,111
430,18,18,2024-11-24,23:53:47,18:09:36,63,31
431,1,6,2024-11-24,22:34:49,03:02:53,188,122
432,10,17,2023-05-13,02:02:30,14:59:06,121,78
433,13,8,2024-09-14,23:55:43,23:44:06,1,41
434,3,1,2023-11-24,08:03:08,11:27:50,80,119
435,15,22,2022-10-22,01:18:47,16:58:40,25,169
436,14,18,2024-08-19,05:02:42,03:04:41,123,102
437,16,20,2022-07-23,20:27:05,16:52:07,93,168
438,11,13,2023-12-22,20:40:31,09:45:50,115,79
439,1,14,2022-09-04,15:33:21,06:11:02,33,155
440,3,28,2023-09-29,19:15:55,08:53:43,181,75
441,18,26,2023-10-08,05:37:14,09:07:20,187,25
442,12,20,2024-04-08,09:33:54,09:55:34,87,64
443,5,10,2022-01-20,02:34:54,22:51:00,164,80
444,19,16,2024-04-13,22:09:32,12:23:43,161,199
445,20,9,2024-08-19,19:34:11,01:49:25,100,34
446,5,3,2024-09-22,22:42:06,14:43:00,124,100
447,1,8,2023-12-19,06:13:35,17:25:42,69,91
448,4,15,2022-04-28,11:43:16,11:35:15,142,182
449,7,1,2024-10-16,20:21:19,11:25:45,72,28
450,3,11,2022-04-09,11:10:16,03:46:17,103,38
451,14,28,2022-07-17,23:00:20,14:04:49,97,118
452,20,30,2022-09-10,09:40:57,07:58:37,111,189
453,3,12,2023-08-15,02:27:42,20:29:37,85,26
454,20,28,2023-07-31,07:01:19,12:38:08,155,82
455,6,29,2024-07-26,05:55:39,18:42:56,135,58
456,14,10,2022-12-11,18:52:38,01:03:02,11,167
457,20,2,2023-01-12,03:43:47,05:18:42,150,10
458,12,15,2022-09-07,04:39:41,06:02:50,106,39
459,10,12,2024-10-26,18:41:32,23:35:55,21,108
460,3,13,2024-10-26,07:19:39,03:45:32,122,9
461,11,25,2022-08-14,22:22:51,20:33:32,69,100
462,16,16,2024-01-11,15:11:43,23:57:20,89,71
463,11,7,2024-01-29,11:03:24,04:07:43,70,134
464,3,29,2022-07-22,03:41:53,23:16:55,113,52
465,7,5,2022-03-08,20:53:54,21:48:49,99,86
466,8,16,2022-07-29,14:30:21,00:15:04,90,49
467,2,25,2024-07-07,20:04:41,06:49:33,94,42
468,10,28,2023-04-27,23:18:52,13:22:01,91,130
469,11,5,2024-05-17,16:56:49,03:29:00,117,161
470,18,14,2023-01-17,01:42:49,17:23:47,74,136
471,4,10,2024-09-08,17:35:49,08:04:56,64,109
472,18,11,2024-04-11,19:25:32,05:11:38,63,148
473,8,7,2023-06-26,07:17:40,06:51:38,2,175
474,17,26,2024-11-20,23:19:13,07:00:15,142,103
475,17,12,2022-08-06,23:08:37,20:16:50,49,88
476,16,8,2022-04-14,19:48:58,18:37:59,53,119
477,20,15,2024-10-30,15:25:20,15:03:22,97,188
478,9,1,2023-09-04,21:31:32,07:10:30,100,62
479,18,6,2022-09-24,06:17:17,14:29:49,168,182
480,19,13,2024-12-05,20:26:17,10:55:05,3,5
481,17,26,2024-05-16,05:40:29,09:14:51,13,118
482,7,22,2024-06-12,14:49:47,05:21:33,182,113
